No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
5463,NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,USA,5839.73,,,,4,,4.58,,,,-5.65,-11.70%,67.80%,-15.30%,,22.60%,-49.30%,21.00%,215.5,209.05,0.60%,-26.92%,77.90%,0.90%,3.12%,3.63,-52.20%,147.90%,,1.7,1.7,,,79.10%,-46.60%,-81.40%,-2.18%,-19.60%,-24.13%,-27.71%,-14.68%,-18.27%,1.58,1.43,7.86%,5.09%,-10.60%,-17.17%,-23.95%,-28.70%,6.98%,-41.48%,6.98%,32.47,5.38%,0.00%,2.2,1796.72,1.26,26.04,5.38%,2255211,11/23/2021 4:30:00 PM,47.08,9/30/2016,25.99,-0.19%
5464,NTP,Nam Tai Property Inc.,Real Estate,Real Estate Services,China,356.5,6.8,,0.54,2.33,1.21,2.93,,,0.00%,1.24,216.80%,,26.50%,12.50%,88.70%,11.50%,427.30%,39.26,22.35,25.50%,0.00%,40.60%,116.39%,2.04%,0.99,6.90%,18.20%,3.90%,1.1,1.1,0.33,0.73,62.70%,44.10%,31.70%,-2.78%,-19.92%,-67.05%,-59.08%,2.31%,-16.75%,0.92,0.86,8.13%,9.52%,-15.22%,-36.89%,-59.69%,-68.89%,3.70%,-77.82%,22.09%,32.62,1.69%,-1.55%,,459.84,0.42,8.4,0.12%,194026,,,11/26/1990,8.33,-0.84%
5465,NTR,Nutrien Ltd.,Basic Materials,Agricultural Inputs,Canada,49757.53,13.83,7.93,0.21,1.62,1.33,89.85,143.15,2.68%,36.80%,4.96,-52.60%,43.87%,,66.50%,,221.50%,42.50%,570.63,570.13,0.11%,0.00%,68.53%,,0.70%,1.67,4.70%,9.90%,2.80%,1.5,0.9,0.47,0.53,30.20%,13.70%,9.20%,-3.16%,-9.82%,-2.24%,15.45%,39.48%,-8.80%,0.78,2.15,3.61%,3.05%,-4.04%,-2.99%,6.30%,-11.34%,4.16%,-11.34%,39.67%,41.14,-0.94%,-0.10%,2.2,2391.44,1.29,68.58,-1.04%,3075506,2/16/2022 4:30:00 PM,80.66,1/02/2018,68.06,-0.76%
5466,NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,USA,6225.54,,,,11.02,7.98,6.08,,,,-4.58,-58.00%,3.00%,-15.20%,,15.50%,-126.70%,61.20%,92.56,91.05,1.30%,-27.05%,,-0.04%,5.18%,4.76,-40.90%,-85.10%,-30.10%,6,5.8,0.37,0.43,49.70%,-71.30%,-72.20%,4.35%,-27.30%,-44.14%,-42.83%,-38.61%,-29.90%,1.32,4.91,8.17%,7.23%,-10.72%,-23.81%,-36.94%,-44.52%,12.84%,-49.28%,12.84%,35.05,5.58%,0.18%,1.7,990.09,1.25,65.47,5.77%,1233080,11/04/2021 16:30,142.8,7/02/2015,65.47,0.00%
5467,NTRB,Nutriband Inc.,Healthcare,Biotechnology,USA,37.33,,,,26.66,3.63,124.42,,,,-0.5,-1.30%,53.80%,,,,-99.70%,100.00%,6.36,4.84,37.75%,0.00%,0.04%,399.68%,4.30%,0.07,-30.70%,-42.40%,-30.40%,0.2,0.2,0.03,0.25,46.20%,,,-13.81%,17.42%,-31.25%,-75.41%,-59.61%,-58.53%,-0.8,1.08,17.44%,21.35%,-34.00%,-26.78%,-65.05%,-65.68%,34.19%,-86.94%,318.00%,41.35,-6.07%,0.68%,2,2907.51,0.07,4.18,-5.43%,210273,,17,11/30/2017,4.25,1.67%
5468,NTRBW,Nutriband Inc.,Healthcare,Biotechnology,USA,,,,,,,,,,,,,,,,,,153.10%,,3.38,,,,,,,,,,,,,,,,,13.52%,74.21%,42.04%,,,-23.06%,,0.49,15.82%,28.25%,18.90%,31.38%,37.66%,-38.85%,78.71%,-38.85%,225.84%,57.72,0.00%,6.95%,,77.55,0.01,2.77,6.95%,565,,,10/01/2021,,
5469,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,25297.41,16.21,12.7,1.23,3.93,2.19,6.03,,2.42%,47.60%,7.14,-17.60%,18.57%,6.50%,13.16%,5.20%,36.80%,9.20%,208.12,206.79,0.20%,-22.26%,82.80%,0.15%,0.83%,2.24,0.70%,11.30%,0.70%,,,0.36,13.81,,27.10%,19.00%,1.50%,-3.65%,-5.78%,2.47%,29.66%,-3.32%,1.12,3.98,4.21%,3.24%,-6.71%,-4.54%,-1.28%,-14.44%,5.13%,-14.44%,31.11%,38.36,1.20%,-0.41%,2.8,765.97,0.84,115.64,0.78%,640484,1/20/2022 8:30:00 AM,138.25,3/17/1980,115.64,0.00%
5470,NTST,NETSTREIT Corp.,Real Estate,REIT - Retail,USA,1121.35,127.31,101.27,4.26,21.24,1.3,40.63,,3.59%,444.50%,0.17,107.40%,228.36%,,29.90%,,183.90%,60.80%,39.56,34.97,0.30%,0.00%,79.30%,0.39%,25.17%,20.42,0.60%,0.90%,-0.90%,,,0.26,0.28,90.10%,-3.70%,9.90%,-0.76%,-1.37%,-12.63%,-14.14%,29.31%,-2.71%,,0.61,3.87%,2.59%,-2.22%,-0.24%,-5.33%,-6.62%,7.89%,-17.25%,33.05%,46.63,3.20%,0.33%,1.6,430.99,1.45,22.28,3.53%,624817,10/28/2021 4:30:00 PM,27.44,8/13/2020,22.28,0.00%
5471,NTSX,WisdomTree U.S. Efficient Core Fund,Financial,Exchange Traded Fund,USA,,,,,,,,,0.86%,,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,0.27%,-8.58%,-5.73%,-3.22%,12.56%,-8.39%,,0.83,3.05%,1.88%,-4.18%,-5.97%,-2.69%,-9.59%,3.89%,-9.59%,14.91%,33.81,2.14%,0.08%,,259.38,0.58,40.61,2.21%,149999,,,8/02/2018,40.69,0.20%
5472,NTUS,Natus Medical Incorporated,Healthcare,Medical Devices,USA,749.17,45.25,15.6,2.06,1.62,1.78,10.89,11.6,,0.00%,0.49,-6.40%,24.35%,-19.50%,22.00%,2.00%,159.80%,10.80%,33.64,33.56,0.80%,-4.20%,95.80%,0.25%,2.53%,6.06,2.90%,4.00%,-3.20%,2.5,1.8,0,0,57.30%,5.20%,3.60%,-8.49%,-8.00%,-10.15%,-16.44%,-8.45%,-5.98%,0.52,0.96,4.95%,3.75%,-6.01%,-6.60%,-12.76%,-14.62%,1.99%,-24.88%,1.99%,35.05,0.00%,-0.09%,3,140.1,0.89,22.31,-0.09%,125315,11/04/2021 16:30,,7/20/2001,22.31,0.00%
5473,NTWK,"NetSol Technologies, Inc.",Technology,Software - Application,USA,43,34.46,,1.23,0.77,0.83,1.59,8.11,,0.00%,0.11,94.50%,,-13.60%,28.00%,-3.20%,-72.60%,6.30%,11.25,9.74,13.30%,-2.38%,21.40%,0.21%,0.48%,1.58,1.50%,2.30%,2.50%,2.5,2.5,0.01,0.21,45.60%,1.90%,2.20%,-2.28%,-2.77%,-14.51%,-16.99%,-6.31%,-2.53%,0.86,0.14,2.95%,3.62%,-5.27%,-6.83%,-12.34%,-24.46%,1.31%,-36.93%,4.32%,38.81,1.31%,-1.55%,,29.47,0.14,3.86,-0.26%,3997,11/11/2021 16:30,,9/24/1998,3.86,0.00%
5474,NTZ,Natuzzi S.p.A.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Italy,125.33,,,,0.27,1.27,,46.42,,,-0.2,26.00%,,21.40%,,-7.60%,12.50%,20.60%,10.29,0.95,53.50%,0.00%,22.80%,,0.10%,0.13,-0.50%,-2.10%,-8.50%,1,,0,0,35.00%,2.80%,-0.40%,-6.33%,-18.48%,-36.46%,-29.51%,0.00%,-29.38%,1.8,1.26,17.83%,10.26%,-15.87%,-23.19%,-32.09%,-33.82%,19.05%,-51.32%,19.05%,31.26,1.08%,-2.96%,,7.33,2.65,11.25,-1.92%,19451,11/26/2021 4:30:00 PM,,5/13/1993,,
5475,NU,Nu Holdings Ltd.,Financial,Banks - Diversified,Brazil,32996.29,,,,26.09,15.27,196.88,,,,-0.04,-32.60%,-85.70%,,,,-5.00%,208.10%,4888.34,2811.79,20.29%,0.00%,30.80%,247.28%,2.37%,5.05,,,-1.10%,,,0.09,4.34,72.70%,-8.50%,-16.30%,-10.48%,-27.58%,,,,-28.04%,,0.58,8.73%,7.15%,-20.68%,-25.61%,-25.61%,-44.85%,0.00%,-44.85%,0.00%,29.55,-0.44%,-1.60%,2,13196.16,0.43,6.75,-2.03%,5662545,,12.32,12/09/2021,6.7,-0.74%
5476,NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,5002.43,,,,,,,,2.95%,,,,,,,,,,154.71,83.68,,,,,,,,,,,,,,,,,-0.43%,-2.14%,-3.01%,-4.56%,-5.89%,-2.38%,1.22,0.09,0.35%,0.27%,-0.76%,-1.89%,-3.11%,-3.40%,0.40%,-6.19%,0.40%,35.75,0.36%,-0.25%,,44.97,0.45,24.04,0.10%,20349,,,9/15/2016,24.03,-0.02%
5477,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,17596.41,,68,,12.92,10.31,83.99,92.08,,,-0.06,-27.80%,30.65%,-6.70%,5.20%,-6.90%,70.10%,8.30%,314.88,296.59,0.50%,-54.52%,84.10%,0.44%,11.96%,6.96,-0.80%,-1.80%,3.00%,0.7,0.7,0.29,0.52,61.20%,6.10%,-2.00%,0.16%,-0.43%,-0.04%,0.33%,20.95%,-0.43%,1.11,0.23,0.76%,0.37%,-0.17%,-0.18%,0.76%,-0.85%,1.03%,-0.85%,38.05%,48.12,0.31%,0.02%,2.2,5096.51,0.72,55.08,0.33%,3674265,2/07/2022 16:30,57,12/11/1995,55.08,0.00%
5478,NUBD,Nuveen ESG U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38%,-1.83%,-2.44%,-4.32%,-5.66%,-2.02%,,0.09,0.36%,0.27%,-0.58%,-1.60%,-2.85%,-3.01%,0.44%,-5.80%,0.44%,37.97,0.36%,-0.22%,,53.11,1.29,25.16,0.14%,68476,,,10/02/2017,,
5479,NUDM,NuShares ETF Trust - Nuveen ESG International Developed Markets Equity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.59%,-5.77%,-8.96%,-6.72%,2.25%,-5.23%,,0.42,2.12%,1.15%,-4.26%,-5.16%,-6.56%,-9.77%,1.10%,-11.14%,2.74%,29.62,1.28%,-1.02%,,45.72,2.14,29.37,0.24%,97634,,,6/07/2017,,
5480,NUE,Nucor Corporation,Basic Materials,Steel,USA,30754.28,5.92,5.86,0.17,0.98,2.16,15.29,14.37,2.00%,8.60%,16.87,-42.90%,-27.67%,57.10%,34.99%,4.10%,1000.10%,109.30%,290.51,284.38,0.30%,-16.51%,81.60%,0.06%,2.32%,1.91,24.60%,45.80%,6.20%,2.5,1.3,0.37,0.42,26.20%,24.10%,17.50%,7.24%,-13.14%,-8.78%,-4.07%,104.78%,-12.58%,1.46,4.8,4.89%,4.51%,-7.45%,-10.04%,-4.53%,-21.22%,12.76%,-22.53%,108.18%,41.88,2.62%,0.52%,2.7,3447.77,1.7,99.79,3.15%,5844496,1/27/2022 8:30:00 AM,115.12,7/02/1962,99.78,-0.01%
5481,NUEM,NuShares ETF Trust - Nuveen ESG Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.34%,-1.98%,-8.56%,-9.29%,-9.00%,-2.72%,,0.47,1.63%,1.17%,-3.12%,-3.70%,-8.34%,-8.92%,0.69%,-16.81%,0.69%,35.2,0.30%,-0.38%,,35.81,1.81,31.41,-0.08%,64927,,,6/07/2017,,
5482,NUGT,Direxion Daily Gold Miners Index Bull 2X Shares,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.57%,-13.09%,-18.58%,-30.73%,-32.67%,-17.31%,,2.79,6.97%,5.51%,-12.35%,-12.97%,-24.47%,-29.35%,4.88%,-48.31%,4.88%,37.79,-0.38%,-2.39%,,2414.23,1.59,42.29,-2.76%,3833493,,,12/08/2010,42.45,0.38%
5483,NUHY,Nuveen ESG High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,4.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.03%,-2.92%,-3.79%,-4.47%,-5.15%,-3.00%,,0.12,0.65%,0.43%,-1.87%,-2.29%,-3.71%,-3.28%,0.16%,-6.12%,0.16%,23.18,-0.01%,-0.12%,,21.59,0.37,23.67,-0.12%,8078,,,9/26/2019,23.68,0.05%
5484,NULC,Nuveen ESG Large-Cap ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33%,-9.68%,-8.76%,-4.00%,11.02%,-9.27%,,0.56,1.87%,1.19%,-4.92%,-7.02%,-4.37%,-10.52%,2.72%,-11.51%,13.12%,32.38,2.01%,0.00%,,2.53,0.54,37.45,2.01%,1353,,,6/04/2019,,
5485,NULG,NuShares ETF Trust - Nuveen ESG Large-Cap Growth ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44%,-15.38%,-13.90%,-7.78%,8.89%,-14.69%,,1.67,4.05%,2.63%,-7.15%,-11.48%,-7.85%,-17.49%,4.34%,-17.96%,14.05%,31.52,2.87%,0.00%,,88.27,0.65,58.5,2.87%,57123,,,12/14/2016,,
5486,NULV,NuShares ETF Trust - Nuveen ESG Large-Cap Value ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.40%,-4.40%,-3.05%,0.15%,18.43%,-4.32%,,0.64,2.90%,1.53%,-3.18%,-2.77%,-0.75%,-6.07%,2.66%,-6.07%,18.93%,36.57,1.61%,-0.30%,,181.4,1.23,37.19,1.31%,222779,,,12/14/2016,,
5487,NUMG,NuShares ETF Trust - Nuveen ESG Mid-Cap Growth ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36%,-15.80%,-18.61%,-15.15%,-3.86%,-15.63%,,1.31,4.51%,2.95%,-7.12%,-12.72%,-14.00%,-21.36%,4.27%,-21.36%,4.27%,33.3,3.29%,0.30%,,78.93,2.31,41.5,3.59%,182150,,,12/14/2016,41.49,-0.02%
5488,NUMV,NuShares ETF Trust - Nuveen ESG Mid-Cap Value ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17%,-5.03%,-4.28%,1.03%,21.95%,-4.98%,,0.71,3.32%,1.83%,-3.60%,-3.60%,-0.97%,-7.05%,3.57%,-7.05%,22.39%,38.59,1.42%,0.25%,,44.31,0.83,35.11,1.67%,36593,,,12/14/2016,,
5489,NUO,Nuveen Ohio Quality Municipal Income Fund,Financial,Asset Management,USA,275.49,20.77,,,17.03,0.85,,,3.92%,,0.72,,,,,,1594.70%,-3.50%,18.32,,,,26.30%,,,0.23,,,,,,,,,,,-0.53%,-5.77%,-6.90%,-9.09%,-4.42%,-5.82%,,0.16,0.96%,0.95%,-3.43%,-4.96%,-6.76%,-7.73%,0.60%,-10.60%,0.66%,26.34,-0.40%,0.13%,,22.47,1.41,15.04,-0.27%,31601,,,10/17/1991,,
5490,NURE,Nuveen Short-Term REIT ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45%,-7.88%,-2.26%,3.04%,39.33%,-8.42%,,0.83,3.55%,2.00%,-3.98%,-3.71%,3.30%,-9.07%,3.50%,-9.07%,39.33%,40.03,3.32%,0.00%,,37.5,1.52,37.31,3.32%,57075,,,12/20/2016,37.35,0.11%
5491,NURO,"NeuroMetrix, Inc.",Healthcare,Medical Instruments & Supplies,USA,32.18,,,,3.92,1.05,1.39,,,,-0.35,82.20%,,74.30%,15.00%,0.20%,-73.80%,5.00%,6.68,6.03,0.30%,-75.97%,19.20%,-0.49%,1.96%,0.09,-12.20%,-14.70%,-40.30%,14.7,14.1,0,0,72.90%,-18.80%,-19.50%,-8.79%,-13.32%,-42.40%,-70.74%,16.27%,-13.15%,2.74,0.55,10.40%,10.57%,-12.16%,-24.83%,-39.80%,-46.04%,8.73%,-88.75%,68.99%,39.85,6.34%,0.24%,2,1364.94,0.07,4.36,6.60%,101605,1/27/2022 8:30:00 AM,,7/22/2004,4.4,0.92%
5492,NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products,USA,2509.5,11.28,12.16,1.66,0.91,2.68,8.32,,3.04%,33.30%,4.43,16.90%,3.47%,10.00%,6.81%,2.80%,-10.00%,-8.80%,50.1,48.94,0.40%,-8.49%,84.70%,1.12%,4.92%,4.57,11.60%,25.40%,15.60%,1.6,0.9,0.3,0.41,74.90%,10.90%,8.30%,-1.11%,-4.18%,24.41%,-6.87%,-13.60%,-1.48%,1.19,1.66,4.11%,3.24%,-3.80%,2.12%,-1.34%,-8.54%,16.09%,-21.69%,26.90%,47.51,2.61%,-0.37%,2.4,527.39,1.93,50,2.23%,1015508,2/16/2022 8:30:00 AM,54.6,11/22/1996,48.91,-2.18%
5493,NUSA,Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31%,-1.01%,-1.90%,-3.34%,-4.22%,-1.07%,,0.04,0.22%,0.14%,-0.50%,-0.97%,-2.41%,-2.04%,0.04%,-4.30%,0.04%,27.34,0.04%,0.00%,,6.14,0.77,24.46,0.04%,4698,,,4/03/2017,24.47,0.04%
5494,NUSC,NuShares ETF Trust - Nuveen ESG Small-Cap ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.73%,-9.59%,-10.87%,-8.36%,-0.04%,-9.59%,,1.03,4.15%,2.43%,-6.20%,-8.06%,-9.05%,-14.74%,2.41%,-15.44%,2.41%,33.87,2.10%,-0.24%,,159.36,1.36,37.98,1.85%,216589,,,12/14/2016,,
5495,NUSI,Nationwide Risk-Managed Income ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,7.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.82%,-9.16%,-9.52%,-10.54%,-7.67%,-9.06%,,0.37,1.66%,1.44%,-4.60%,-8.09%,-8.79%,-13.82%,1.48%,-13.82%,1.48%,27.38,0.55%,0.56%,,578.77,0.61,25.39,1.12%,352274,,,12/20/2019,25.65,1.02%
5496,NUV,"Nuveen Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA,2067.6,20.24,,,24.79,0.94,2067.6,,3.41%,73.20%,0.49,72.40%,,4.10%,,-2.40%,-58.80%,-7.90%,207.51,207.25,,,13.60%,0.79%,0.01%,0.02,4.60%,4.70%,3.30%,,,0.01,0,99.60%,87.20%,,-0.40%,-4.14%,-10.91%,-15.31%,-11.86%,-4.05%,0.21,0.13,1.62%,1.27%,-2.12%,-3.47%,-10.92%,-7.61%,0.50%,-16.79%,0.50%,32.08,-0.70%,0.30%,3,577.14,1.19,9.96,-0.40%,684174,,,6/17/1987,9.97,0.10%
5497,NUVA,"NuVasive, Inc.",Healthcare,Medical Devices,USA,2512.74,,20.91,,2.23,3.11,10.71,24.16,,,-0.5,-158.90%,33.18%,-20.80%,25.14%,5.30%,-469.50%,-8.30%,51.67,51.42,0.10%,0.00%,,-5.15%,6.57%,4.07,-1.10%,-3.00%,2.10%,3.9,2.3,1.07,1.07,71.40%,3.20%,-2.30%,-14.17%,-5.90%,-7.96%,-22.44%,-7.70%,-5.49%,1.11,2.51,6.23%,4.61%,-8.66%,-5.69%,-18.04%,-17.15%,9.13%,-31.69%,9.13%,37.76,-0.86%,-0.04%,2.5,830.49,0.97,49.6,-0.90%,809310,11/09/2021 16:30,64.4,5/13/2004,49.6,0.00%
5498,NUVB,Nuvation Bio Inc.,Healthcare,Biotechnology,USA,1245.36,,,,,1.57,1.57,,,,-0.44,-87.00%,-41.90%,,,,-166.80%,,207.1,121.21,27.16%,-7.80%,67.40%,-3.23%,8.34%,8.58,,,,59.9,59.9,0,0,,,,1.93%,-29.71%,-38.67%,-32.64%,-43.22%,-31.53%,,0.47,7.99%,7.57%,-11.39%,-27.35%,-38.99%,-44.31%,9.81%,-61.79%,9.81%,35.17,3.19%,-0.35%,1.5,1179.09,0.89,5.82,2.83%,1048385,,18.2,8/26/2020,5.82,0.00%
5499,NUVL,"Nuvalent, Inc.",Healthcare,Biotechnology,USA,635.89,,,,,1.38,2.1,,,,-3.42,21.60%,-11.60%,,,,-219.60%,,32.07,17.6,7.30%,0.00%,99.40%,0.37%,12.14%,21.85,,,,44.6,44.6,0,0,,,,5.19%,-32.01%,-47.28%,-28.88%,,-31.83%,,1.56,12.91%,10.88%,-9.29%,-30.17%,-44.68%,-55.65%,11.04%,-68.20%,11.04%,36.61,5.96%,-1.76%,2,97.82,1.19,12.98,4.09%,116863,,42,7/29/2021,12.98,0.00%
5500,NUW,Nuveen AMT-Free Municipal Value Fund,Financial,Asset Management,USA,289.55,,,,,,,,2.91%,,,,,,,,,,17.95,,0.04%,0.00%,22.47%,,,0.3,,,,,,,,,,,2.61%,-2.83%,-2.90%,-4.60%,-1.67%,-2.71%,,0.29,1.93%,1.77%,-0.90%,-1.92%,-3.39%,-5.87%,2.97%,-8.22%,2.97%,45.73,1.07%,-0.87%,,28.66,0.81,16.13,0.19%,23151,,,2/25/2009,16.1,-0.19%
5501,NUWE,"Nuwellis, Inc.",Healthcare,Medical Devices,USA,12.31,,,,1.48,0.26,0.43,,,,-3.85,96.20%,35.00%,,,163.10%,65.40%,0.00%,10.54,9.76,0.15%,0.00%,26.20%,,0.38%,0.11,-62.70%,-71.60%,-103.90%,8.6,7.9,0,0,57.00%,,,9.90%,-1.77%,-45.05%,-72.59%,-86.07%,-2.63%,0.94,0.09,10.39%,8.65%,-0.18%,-14.10%,-63.85%,-37.29%,23.33%,-91.03%,23.33%,45.82,6.73%,0.97%,1.7,341.24,0.58,1.11,7.77%,197730,11/09/2021 8:30,8.67,2/16/2012,1.11,0.00%
5502,NUZE,"NuZee, Inc.",Consumer Defensive,Packaged Foods,USA,46.39,,,,24.42,3.54,4.3,,,,-1.17,-65.40%,,-55.50%,,33.40%,-174.40%,66.70%,17.84,11.89,34.70%,0.00%,7.50%,39.53%,3.37%,0.11,-134.10%,-150.20%,-150.30%,10.8,10.3,0.01,0.02,-4.20%,,,-5.49%,-47.03%,17.54%,-20.98%,-73.25%,-41.79%,-3.41,0.28,11.26%,8.02%,-25.57%,-36.70%,-20.56%,-54.61%,1.69%,-77.83%,26.84%,28.71,-3.60%,2.04%,,3736.42,0.01,2.41,-1.63%,36191,,,4/14/2014,,
5503,NVAX,"Novavax, Inc.",Healthcare,Biotechnology,USA,6692.47,,3.12,,5.56,13.44,3.46,14.75,,,-14.82,-32.00%,315.90%,9.50%,0.00%,67.30%,-34.60%,13.90%,75.61,75.21,0.30%,-56.46%,50.30%,0.03%,12.76%,1.54,-45.20%,-149.70%,-38.00%,1.2,1.2,0.7,0.93,,-86.80%,-89.30%,-2.04%,-45.89%,-44.95%,-53.76%,-62.47%,-42.04%,1.38,13.56,16.38%,11.61%,-26.08%,-46.34%,-55.12%,-64.94%,24.92%,-75.00%,24.92%,31.06,10.89%,2.55%,2.3,6214.34,1.23,82.92,13.71%,7655023,11/04/2021 16:30,250,12/05/1995,83.99,1.29%
5504,NVCN,Neovasc Inc.,Healthcare,Medical Devices,Canada,35.88,,,,12.37,0.38,0.51,,,,-0.6,68.10%,29.30%,66.50%,,-27.70%,78.30%,16.70%,67.59,53.44,20.93%,0.00%,12.36%,,0.75%,1,-35.50%,-47.50%,-325.70%,11.2,10.9,0.15,0.16,80.80%,,,-8.45%,-8.51%,-45.80%,-49.89%,-65.39%,-12.10%,2.71,0.04,11.98%,8.28%,-10.68%,-26.73%,-45.60%,-48.51%,5.51%,-84.16%,5.51%,26.7,2.74%,0.20%,2,404.33,0.72,0.41,2.95%,289734,11/09/2021 16:30,,11/22/2006,0.41,0.00%
5505,NVCR,NovoCure Limited,Healthcare,Medical Instruments & Supplies,USA,6818.29,,,,12.49,15.81,7.3,64.26,,,-0.26,205.50%,12.20%,15.10%,,71.70%,-248.10%,0.70%,103.73,89.94,1.10%,-2.97%,76.20%,0.35%,6.99%,8.37,-2.50%,-6.50%,2.30%,8.6,8.4,1.36,1.36,79.20%,-1.60%,-4.90%,-6.31%,-19.67%,-38.14%,-59.13%,-60.90%,-16.17%,0.93,4.86,8.35%,7.18%,-9.20%,-23.10%,-55.48%,-44.93%,5.66%,-72.96%,5.66%,38.28,4.05%,0.57%,3.1,750.52,1.1,62.94,4.64%,826593,10/28/2021 8:30:00 AM,97.67,10/02/2015,62.94,0.00%
5506,NVDA,NVIDIA Corporation,Technology,Semiconductors,USA,589957.18,70.52,43.9,1.79,24.3,23.99,30.57,87.28,0.07%,4.90%,3.24,52.50%,19.77%,44.90%,39.37%,27.20%,83.10%,50.30%,2499,2398.02,0.30%,-17.65%,67.10%,0.28%,1.06%,0.5,23.60%,40.70%,18.70%,7.1,6.5,0.46,0.46,64.40%,35.30%,33.80%,-2.28%,-23.87%,-8.42%,17.13%,75.83%,-22.34%,1.39,15.18,8.43%,5.90%,-13.33%,-20.95%,2.95%,-34.08%,9.35%,-34.08%,97.47%,33.45,3.81%,0.26%,2,50756.84,1.07,228.4,4.08%,54257715,11/17/2021 4:30:00 PM,343.28,1/22/1999,229.97,0.69%
5507,NVEC,NVE Corporation,Technology,Semiconductors,USA,295.91,20.87,,0.83,11.34,4.34,9.39,,6.70%,139.80%,2.86,-19.30%,,-0.90%,25.00%,-5.10%,-11.80%,-3.10%,4.83,4.75,1.73%,-2.92%,68.20%,0.48%,1.68%,3.65,19.60%,20.10%,14.40%,36.9,32.9,0,0,77.20%,60.50%,52.90%,-1.50%,-12.26%,-13.44%,-20.53%,-6.62%,-12.65%,1.11,2.11,3.72%,3.07%,-8.72%,-11.71%,-14.44%,-20.98%,0.49%,-26.73%,0.49%,32.83,-0.50%,-1.56%,,21.89,1.6,59.66,-2.05%,35098,1/19/2022 4:30:00 PM,,5/23/1995,59.66,0.00%
